MIDAS,Lake,Town(s),Station,Date,Depth,Total P,Sample Type,Qualifier
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/07/1991,5,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/07/1991,6,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/07/1991,7,21,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/07/1991,8,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/07/1991,9,25,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/07/1991,10,31,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/07/1991,11,51,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,1,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,2,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,3,23,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,4,26,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,5,29,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,6,27,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,7,37,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,8,36,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,9,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,10,23,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/22/1991,11,32,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,1,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,2,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,3,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,4,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,5,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,6,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,7,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,8,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,9,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,10,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/16/1992,11,28,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,1,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,2,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,3,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,4,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,5,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,6,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,7,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,8,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,9,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,05/31/1992,10,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/13/1992,6,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/13/1992,7,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/13/1992,8,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/13/1992,9,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/13/1992,10,26,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/27/1992,6,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/27/1992,7,21,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/27/1992,8,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/27/1992,9,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/27/1992,10,21,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/27/1992,11,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,07/11/1992,7,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,07/11/1992,8,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,07/11/1992,9,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,07/11/1992,10,26,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,07/11/1992,11,32,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,1,23,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,2,23,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,3,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,4,21,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,5,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,6,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,7,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,8,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,9,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,10,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/08/1992,11,42,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,1,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,2,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,3,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,4,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,5,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,6,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,7,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,8,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,9,36,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,10,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/23/1992,11,21,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,1,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,2,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,3,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,4,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,5,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,6,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,7,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,8,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,9,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,10,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/06/1992,11,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,1,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,2,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,3,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,4,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,5,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,6,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,7,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,8,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,9,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,10,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,09/20/1992,11,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,1,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,2,26,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,3,28,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,4,27,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,5,34,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,6,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,7,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,8,21,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,9,21,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,10,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,10/03/1992,11,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/25/1994,1,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/25/1994,3,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/25/1994,5,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/25/1994,7,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,06/25/1994,9,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/27/1994,1,21,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/27/1994,3,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/27/1994,5,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/27/1994,7,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/27/1994,9,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",1,08/27/1994,11,60,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/27/1990,1,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/27/1990,2,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/27/1990,3,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/27/1990,4,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/27/1990,5,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/27/1990,6,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/27/1990,7,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/27/1990,8,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/27/1990,9,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,0,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,1,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,2,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,3,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,4,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,5,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,6,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,7,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,8,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,9,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/09/1990,10,25,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,1,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,2,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,3,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,4,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,5,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,6,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,7,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,8,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,9,29,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/30/1990,10,36,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,1,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,2,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,3,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,4,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,5,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,6,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,7,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,8,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,9,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/25/1990,10,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,1,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,2,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,3,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,4,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,5,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,6,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,7,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,8,28,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,9,33,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/04/1990,10,43,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,1,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,2,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,3,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,4,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,5,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,6,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,7,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,8,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,9,47,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/21/1990,10,55,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,1,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,2,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,3,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,4,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,5,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,6,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,7,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,8,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,9,68,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/01/1990,10,86,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/02/1991,1,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/02/1991,2,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/02/1991,3,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/02/1991,4,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/02/1991,5,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/02/1991,6,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/02/1991,7,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/02/1991,8,31,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,1,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,2,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,3,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,4,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,5,11,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,6,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,7,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,8,32,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,9,35,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/17/1991,10,42,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,1,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,2,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,3,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,4,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,5,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,6,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,7,29,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,8,28,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,9,37,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/01/1991,10,47,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,1,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,2,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,3,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,4,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,5,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,6,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,7,21,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,8,27,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,9,35,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/13/1991,10,57,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,1,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,2,14,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,3,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,4,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,5,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,6,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,7,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,8,27,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,9,25,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,10,46,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,07/28/1991,11,58,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,1,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,2,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,3,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,4,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,5,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,6,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,7,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,8,27,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,9,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,10,30,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/12/1991,11,29,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,1,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,2,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,3,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,4,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,5,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,6,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,7,23,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,8,23,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,9,29,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,08/25/1991,10,60,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,1,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,2,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,3,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,4,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,5,31,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,6,22,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,7,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,8,26,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,9,27,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/07/1991,10,48,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,1,33,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,2,38,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,3,32,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,4,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,5,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,6,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,7,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,8,17,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,9,15,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,09/22/1991,10,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,1,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,2,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,3,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,4,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,5,10,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,6,13,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,7,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,8,18,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,9,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,05/31/1992,10,20,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/13/1992,6,12,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/13/1992,7,16,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/13/1992,8,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/13/1992,9,19,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/13/1992,10,24,G,PG
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",2,06/27/1992,6,18,G,PG
