MIDAS,Lake,Town(s),Station,Date,Depth,Total P,Sample Type,Qualifier
98,Upper Narrows Pond,Winthrop,1,03/09/1979,4,9,G,PG
98,Upper Narrows Pond,Winthrop,1,03/09/1979,8,9,G,PG
98,Upper Narrows Pond,Winthrop,1,03/09/1979,12,7,G,PG
98,Upper Narrows Pond,Winthrop,1,03/09/1979,18,8,G,PG
98,Upper Narrows Pond,Winthrop,1,04/26/1979,1,13,G,PG
98,Upper Narrows Pond,Winthrop,1,04/26/1979,6,7,G,PG
98,Upper Narrows Pond,Winthrop,1,04/26/1979,11,7,G,PG
98,Upper Narrows Pond,Winthrop,1,04/26/1979,15,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/15/1979,1,21,G,PG
98,Upper Narrows Pond,Winthrop,1,06/15/1979,5,10,G,PG
98,Upper Narrows Pond,Winthrop,1,06/15/1979,9,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/15/1979,13,5,G,PG
98,Upper Narrows Pond,Winthrop,1,06/15/1979,17,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/03/1979,1,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/03/1979,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/03/1979,5,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/03/1979,7,9,G,PG
98,Upper Narrows Pond,Winthrop,1,07/03/1979,12,9,G,PG
98,Upper Narrows Pond,Winthrop,1,07/03/1979,18,17,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/1979,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/1979,4,5,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/1979,7,7,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/1979,11,7,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/1979,16,12,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/1979,2,7,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/1979,4,7,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/1979,6,21,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/1979,8,11,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/1979,12,10,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/1979,16,18,G,PG
98,Upper Narrows Pond,Winthrop,1,08/16/1979,1,9,G,PG
98,Upper Narrows Pond,Winthrop,1,08/16/1979,4,10,G,PG
98,Upper Narrows Pond,Winthrop,1,08/16/1979,6,11,G,PG
98,Upper Narrows Pond,Winthrop,1,08/16/1979,7,10,G,PG
98,Upper Narrows Pond,Winthrop,1,08/16/1979,17,16,G,PG
98,Upper Narrows Pond,Winthrop,1,09/07/1979,0,5,G,PG
98,Upper Narrows Pond,Winthrop,1,09/07/1979,3,5,G,PG
98,Upper Narrows Pond,Winthrop,1,09/07/1979,6,7,G,PG
98,Upper Narrows Pond,Winthrop,1,09/07/1979,8,5,G,PG
98,Upper Narrows Pond,Winthrop,1,09/07/1979,12,9,G,PG
98,Upper Narrows Pond,Winthrop,1,09/07/1979,17,35,G,PG
98,Upper Narrows Pond,Winthrop,1,10/11/1979,1,9,G,PG
98,Upper Narrows Pond,Winthrop,1,10/11/1979,5,9,G,PG
98,Upper Narrows Pond,Winthrop,1,10/11/1979,10,13,G,PG
98,Upper Narrows Pond,Winthrop,1,10/11/1979,17,40,G,PG
98,Upper Narrows Pond,Winthrop,1,06/24/1980,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/24/1980,4,7,G,PG
98,Upper Narrows Pond,Winthrop,1,06/24/1980,6,10,G,PG
98,Upper Narrows Pond,Winthrop,1,06/24/1980,10,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/24/1980,18,12,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/1981,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/1981,3,9,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/1981,5,12,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/1981,7,13,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/1981,11,12,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/1981,15,16,G,PG
98,Upper Narrows Pond,Winthrop,1,03/16/1982,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,03/16/1982,3,8,G,PG
98,Upper Narrows Pond,Winthrop,1,03/16/1982,6,10,G,PG
98,Upper Narrows Pond,Winthrop,1,03/16/1982,9,6,G,PG
98,Upper Narrows Pond,Winthrop,1,03/16/1982,12,8,G,PG
98,Upper Narrows Pond,Winthrop,1,03/16/1982,15,8,G,PG
98,Upper Narrows Pond,Winthrop,1,09/02/1982,1,6,G,PG
98,Upper Narrows Pond,Winthrop,1,09/02/1982,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,09/02/1982,5,6,G,PG
98,Upper Narrows Pond,Winthrop,1,09/02/1982,7,13,G,PG
98,Upper Narrows Pond,Winthrop,1,09/02/1982,9,12,G,PG
98,Upper Narrows Pond,Winthrop,1,09/02/1982,18,33,G,PG
98,Upper Narrows Pond,Winthrop,1,05/07/1985,1,6,G,PG
98,Upper Narrows Pond,Winthrop,1,05/07/1985,3,8,G,PG
98,Upper Narrows Pond,Winthrop,1,05/07/1985,5,8,G,PG
98,Upper Narrows Pond,Winthrop,1,05/07/1985,7,6,G,PG
98,Upper Narrows Pond,Winthrop,1,05/07/1985,10,5,G,PG
98,Upper Narrows Pond,Winthrop,1,05/07/1985,18,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/13/1985,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/13/1985,3,46,G,PG
98,Upper Narrows Pond,Winthrop,1,06/13/1985,5,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/13/1985,7,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/13/1985,10,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/13/1985,17,16,G,PG
98,Upper Narrows Pond,Winthrop,1,07/09/1985,1,9,G,PG
98,Upper Narrows Pond,Winthrop,1,07/09/1985,3,5,G,PG
98,Upper Narrows Pond,Winthrop,1,07/09/1985,5,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/09/1985,9,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/09/1985,11,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/09/1985,18,16,G,PG
98,Upper Narrows Pond,Winthrop,1,08/29/1985,1,9,G,PG
98,Upper Narrows Pond,Winthrop,1,08/29/1985,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,08/29/1985,5,6,G,PG
98,Upper Narrows Pond,Winthrop,1,08/29/1985,7,9,G,PG
98,Upper Narrows Pond,Winthrop,1,08/29/1985,11,10,G,PG
98,Upper Narrows Pond,Winthrop,1,08/29/1985,18,26,G,PG
98,Upper Narrows Pond,Winthrop,1,09/19/1985,1,4,G,PG
98,Upper Narrows Pond,Winthrop,1,09/19/1985,3,7,G,PG
98,Upper Narrows Pond,Winthrop,1,09/19/1985,5,5,G,PG
98,Upper Narrows Pond,Winthrop,1,09/19/1985,10,13,G,PG
98,Upper Narrows Pond,Winthrop,1,09/19/1985,15,14,G,PG
98,Upper Narrows Pond,Winthrop,1,09/19/1985,18,78,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/1985,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/1985,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/1985,6,5,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/1985,9,12,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/1985,12,12,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/1985,18,51,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/1987,1,6,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/1987,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/1987,5,11,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/1987,7,7,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/1987,9,10,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/1987,11,6,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/1987,14,8,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/1987,17,13,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/1987,1,11,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/1987,3,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/1987,5,10,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/1987,7,11,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/1987,9,6,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/1987,11,7,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/1987,13,7,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/1987,16,13,G,PG
98,Upper Narrows Pond,Winthrop,1,07/10/1987,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,07/10/1987,3,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/10/1987,5,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/10/1987,7,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/10/1987,9,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/10/1987,11,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/10/1987,14,9,G,PG
98,Upper Narrows Pond,Winthrop,1,07/10/1987,17,19,G,PG
98,Upper Narrows Pond,Winthrop,1,08/25/1987,1,11,G,PG
98,Upper Narrows Pond,Winthrop,1,08/25/1987,3,5,G,PG
98,Upper Narrows Pond,Winthrop,1,08/25/1987,5,5,G,PG
98,Upper Narrows Pond,Winthrop,1,08/25/1987,7,18,G,PG
98,Upper Narrows Pond,Winthrop,1,08/25/1987,9,8,G,PG
98,Upper Narrows Pond,Winthrop,1,08/25/1987,13,9,G,PG
98,Upper Narrows Pond,Winthrop,1,08/25/1987,18,21,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/1987,1,5,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/1987,3,5,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/1987,5,6,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/1987,7,8,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/1987,9,7,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/1987,11,15,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/1987,13,10,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/1987,16,28,G,PG
98,Upper Narrows Pond,Winthrop,1,04/24/2002,1,16,G,PG
98,Upper Narrows Pond,Winthrop,1,04/24/2002,3,12,G,PG
98,Upper Narrows Pond,Winthrop,1,04/24/2002,5,12,G,PG
98,Upper Narrows Pond,Winthrop,1,04/24/2002,7,10,G,PG
98,Upper Narrows Pond,Winthrop,1,04/24/2002,9,10,G,PG
98,Upper Narrows Pond,Winthrop,1,04/24/2002,11,9,G,PG
98,Upper Narrows Pond,Winthrop,1,04/24/2002,15,10,G,PG
98,Upper Narrows Pond,Winthrop,1,04/24/2002,18,10,G,PG
98,Upper Narrows Pond,Winthrop,1,05/17/2002,1,10,G,PG
98,Upper Narrows Pond,Winthrop,1,05/17/2002,3,8,G,PG
98,Upper Narrows Pond,Winthrop,1,05/17/2002,5,7,G,PG
98,Upper Narrows Pond,Winthrop,1,05/17/2002,7,9,G,PG
98,Upper Narrows Pond,Winthrop,1,05/17/2002,9,11,G,PG
98,Upper Narrows Pond,Winthrop,1,05/17/2002,11,11,G,PG
98,Upper Narrows Pond,Winthrop,1,05/17/2002,15,11,G,PG
98,Upper Narrows Pond,Winthrop,1,05/17/2002,18,9,G,PG
98,Upper Narrows Pond,Winthrop,1,05/31/2002,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,05/31/2002,3,9,G,PG
98,Upper Narrows Pond,Winthrop,1,05/31/2002,5,12,G,PG
98,Upper Narrows Pond,Winthrop,1,05/31/2002,7,12,G,PG
98,Upper Narrows Pond,Winthrop,1,05/31/2002,9,9,G,PG
98,Upper Narrows Pond,Winthrop,1,05/31/2002,11,8,G,PG
98,Upper Narrows Pond,Winthrop,1,05/31/2002,15,9,G,PG
98,Upper Narrows Pond,Winthrop,1,05/31/2002,18.5,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/14/2002,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/14/2002,3,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/14/2002,5,12,G,PG
98,Upper Narrows Pond,Winthrop,1,06/14/2002,7,10,G,PG
98,Upper Narrows Pond,Winthrop,1,06/14/2002,9,10,G,PG
98,Upper Narrows Pond,Winthrop,1,06/14/2002,11,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/14/2002,15,10,G,PG
98,Upper Narrows Pond,Winthrop,1,06/14/2002,18,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/02/2002,1,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/02/2002,3,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/02/2002,5,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/02/2002,7,15,G,PG
98,Upper Narrows Pond,Winthrop,1,07/02/2002,9,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/02/2002,11,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/02/2002,15,9,G,PG
98,Upper Narrows Pond,Winthrop,1,07/02/2002,18,12,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/2002,1,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/2002,3,5,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/2002,5,11,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/2002,7,12,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/2002,9,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/2002,11,9,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/2002,15,9,G,PG
98,Upper Narrows Pond,Winthrop,1,07/18/2002,18,18,G,PG
98,Upper Narrows Pond,Winthrop,1,08/07/2002,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,08/07/2002,3,9,G,PG
98,Upper Narrows Pond,Winthrop,1,08/07/2002,5,7,G,PG
98,Upper Narrows Pond,Winthrop,1,08/07/2002,7,15,G,PG
98,Upper Narrows Pond,Winthrop,1,08/07/2002,9,12,G,PG
98,Upper Narrows Pond,Winthrop,1,08/07/2002,15,20,G,PG
98,Upper Narrows Pond,Winthrop,1,08/07/2002,17,19,G,PG
98,Upper Narrows Pond,Winthrop,1,08/23/2002,1,5,G,PG
98,Upper Narrows Pond,Winthrop,1,08/23/2002,3,5,G,PG
98,Upper Narrows Pond,Winthrop,1,08/23/2002,5,8,G,PG
98,Upper Narrows Pond,Winthrop,1,08/23/2002,7,12,G,PG
98,Upper Narrows Pond,Winthrop,1,08/23/2002,9,10,G,PG
98,Upper Narrows Pond,Winthrop,1,08/23/2002,11,11,G,PG
98,Upper Narrows Pond,Winthrop,1,08/23/2002,15,17,G,PG
98,Upper Narrows Pond,Winthrop,1,08/23/2002,18,68,G,PG
98,Upper Narrows Pond,Winthrop,1,09/06/2002,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,09/06/2002,3,7,G,PG
98,Upper Narrows Pond,Winthrop,1,09/06/2002,5,7,G,PG
98,Upper Narrows Pond,Winthrop,1,09/06/2002,7,10,G,PG
98,Upper Narrows Pond,Winthrop,1,09/06/2002,9,9,G,PG
98,Upper Narrows Pond,Winthrop,1,09/06/2002,11,9,G,PG
98,Upper Narrows Pond,Winthrop,1,09/06/2002,15,13,G,PG
98,Upper Narrows Pond,Winthrop,1,09/06/2002,18,40,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/2002,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/2002,3,11,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/2002,5,8,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/2002,7,7,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/2002,9,12,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/2002,11,10,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/2002,15,19,G,PG
98,Upper Narrows Pond,Winthrop,1,10/04/2002,18,22,G,PG
98,Upper Narrows Pond,Winthrop,1,10/21/2002,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,10/21/2002,3,9,G,PG
98,Upper Narrows Pond,Winthrop,1,10/21/2002,5,8,G,PG
98,Upper Narrows Pond,Winthrop,1,10/21/2002,7,8,G,PG
98,Upper Narrows Pond,Winthrop,1,10/21/2002,9,9,G,PG
98,Upper Narrows Pond,Winthrop,1,10/21/2002,11,17,G,PG
98,Upper Narrows Pond,Winthrop,1,10/21/2002,15,18,G,PG
98,Upper Narrows Pond,Winthrop,1,10/21/2002,18,61,G,PG
98,Upper Narrows Pond,Winthrop,1,11/12/2002,1,17,G,PG
98,Upper Narrows Pond,Winthrop,1,11/12/2002,3,12,G,PG
98,Upper Narrows Pond,Winthrop,1,11/12/2002,5,11,G,PG
98,Upper Narrows Pond,Winthrop,1,11/12/2002,7,10,G,PG
98,Upper Narrows Pond,Winthrop,1,11/12/2002,9,11,G,PG
98,Upper Narrows Pond,Winthrop,1,11/12/2002,11,12,G,PG
98,Upper Narrows Pond,Winthrop,1,11/12/2002,15,12,G,PG
98,Upper Narrows Pond,Winthrop,1,11/12/2002,17,11,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/2003,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/2003,3,9,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/2003,5,9,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/2003,7,16,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/2003,9,12,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/2003,11,10,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/2003,15,10,G,PG
98,Upper Narrows Pond,Winthrop,1,05/29/2003,18,14,G,PG
98,Upper Narrows Pond,Winthrop,1,06/23/2003,1,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/23/2003,3,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/23/2003,5,17,G,PG
98,Upper Narrows Pond,Winthrop,1,06/23/2003,7,11,G,PG
98,Upper Narrows Pond,Winthrop,1,06/23/2003,9,11,G,PG
98,Upper Narrows Pond,Winthrop,1,06/23/2003,11,15,G,PG
98,Upper Narrows Pond,Winthrop,1,06/23/2003,15,15,G,PG
98,Upper Narrows Pond,Winthrop,1,06/23/2003,18,21,G,PG
98,Upper Narrows Pond,Winthrop,1,07/28/2003,1,17,G,PG
98,Upper Narrows Pond,Winthrop,1,07/28/2003,3,11,G,PG
98,Upper Narrows Pond,Winthrop,1,07/28/2003,5,16,G,PG
98,Upper Narrows Pond,Winthrop,1,07/28/2003,7,22,G,PG
98,Upper Narrows Pond,Winthrop,1,07/28/2003,9,12,G,PG
98,Upper Narrows Pond,Winthrop,1,07/28/2003,11,12,G,PG
98,Upper Narrows Pond,Winthrop,1,07/28/2003,15,14,G,PG
98,Upper Narrows Pond,Winthrop,1,07/28/2003,17,24,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/2003,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/2003,3,5,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/2003,5,6,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/2003,7,17,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/2003,9,13,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/2003,11,11,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/2003,13,18,G,PG
98,Upper Narrows Pond,Winthrop,1,08/27/2003,16,38,G,PG
98,Upper Narrows Pond,Winthrop,1,09/29/2003,1,39,G,PG
98,Upper Narrows Pond,Winthrop,1,09/29/2003,3,24,G,PG
98,Upper Narrows Pond,Winthrop,1,09/29/2003,5,15,G,PG
98,Upper Narrows Pond,Winthrop,1,09/29/2003,7,16,G,PG
98,Upper Narrows Pond,Winthrop,1,09/29/2003,9,14,G,PG
98,Upper Narrows Pond,Winthrop,1,09/29/2003,11,16,G,PG
98,Upper Narrows Pond,Winthrop,1,09/29/2003,15,43,G,PG
98,Upper Narrows Pond,Winthrop,1,09/29/2003,18,130,G,PG
98,Upper Narrows Pond,Winthrop,1,10/24/2003,1,24,G,PG
98,Upper Narrows Pond,Winthrop,1,10/24/2003,3,47,G,PG
98,Upper Narrows Pond,Winthrop,1,10/24/2003,5,10,G,PG
98,Upper Narrows Pond,Winthrop,1,10/24/2003,7,9,G,PG
98,Upper Narrows Pond,Winthrop,1,10/24/2003,9,8,G,PG
98,Upper Narrows Pond,Winthrop,1,10/24/2003,11,16,G,PG
98,Upper Narrows Pond,Winthrop,1,10/24/2003,13,28,G,PG
98,Upper Narrows Pond,Winthrop,1,06/07/2006,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/07/2006,3,12,G,PG
98,Upper Narrows Pond,Winthrop,1,06/07/2006,5,13,G,PG
98,Upper Narrows Pond,Winthrop,1,06/07/2006,7,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/07/2006,9,10,G,PG
98,Upper Narrows Pond,Winthrop,1,06/07/2006,11,10,G,PG
98,Upper Narrows Pond,Winthrop,1,06/07/2006,14,12,G,PG
98,Upper Narrows Pond,Winthrop,1,06/07/2006,17,11,G,PG
98,Upper Narrows Pond,Winthrop,1,07/06/2006,1,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/06/2006,3,16,G,PG
98,Upper Narrows Pond,Winthrop,1,07/06/2006,5,13,G,PG
98,Upper Narrows Pond,Winthrop,1,07/06/2006,7,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/06/2006,9,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/06/2006,11,9,G,PG
98,Upper Narrows Pond,Winthrop,1,07/06/2006,14,10,G,PG
98,Upper Narrows Pond,Winthrop,1,07/06/2006,17,22,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/2006,1,12,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/2006,3,15,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/2006,5,28,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/2006,7,8,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/2006,9,8,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/2006,11,10,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/2006,14,17,G,PG
98,Upper Narrows Pond,Winthrop,1,08/03/2006,17,23,G,PG
98,Upper Narrows Pond,Winthrop,1,09/05/2006,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,09/05/2006,3,9,G,PG
98,Upper Narrows Pond,Winthrop,1,09/05/2006,5,12,G,PG
98,Upper Narrows Pond,Winthrop,1,09/05/2006,7,9,G,PG
98,Upper Narrows Pond,Winthrop,1,09/05/2006,9,11,G,PG
98,Upper Narrows Pond,Winthrop,1,09/05/2006,11,11,G,PG
98,Upper Narrows Pond,Winthrop,1,09/05/2006,14,20,G,PG
98,Upper Narrows Pond,Winthrop,1,09/05/2006,17,65,G,PG
98,Upper Narrows Pond,Winthrop,1,10/09/2006,1,12,G,PG
98,Upper Narrows Pond,Winthrop,1,10/09/2006,3,12,G,PG
98,Upper Narrows Pond,Winthrop,1,10/09/2006,5,11,G,PG
98,Upper Narrows Pond,Winthrop,1,10/09/2006,7,8,G,PG
98,Upper Narrows Pond,Winthrop,1,10/09/2006,9,10,G,PG
98,Upper Narrows Pond,Winthrop,1,10/09/2006,11,18,G,PG
98,Upper Narrows Pond,Winthrop,1,10/09/2006,14,41,G,PG
98,Upper Narrows Pond,Winthrop,1,10/09/2006,17,68,G,PG
98,Upper Narrows Pond,Winthrop,1,05/20/2009,1,6,G,PG
98,Upper Narrows Pond,Winthrop,1,05/20/2009,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,05/20/2009,5,5,G,PG
98,Upper Narrows Pond,Winthrop,1,05/20/2009,7,6,G,PG
98,Upper Narrows Pond,Winthrop,1,05/20/2009,10,8,G,PG
98,Upper Narrows Pond,Winthrop,1,05/20/2009,15,7,G,PG
98,Upper Narrows Pond,Winthrop,1,06/11/2009,1,5,G,PG
98,Upper Narrows Pond,Winthrop,1,06/11/2009,3,5,G,PG
98,Upper Narrows Pond,Winthrop,1,06/11/2009,5,4,G,PG
98,Upper Narrows Pond,Winthrop,1,06/11/2009,7,8,G,PG
98,Upper Narrows Pond,Winthrop,1,06/11/2009,10,4,G,PG
98,Upper Narrows Pond,Winthrop,1,06/11/2009,15,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/14/2009,1,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/14/2009,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/14/2009,5,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/14/2009,7,5,G,PG
98,Upper Narrows Pond,Winthrop,1,07/14/2009,10,4,G,PG
98,Upper Narrows Pond,Winthrop,1,07/14/2009,15,7,G,PG
98,Upper Narrows Pond,Winthrop,1,08/10/2009,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,08/10/2009,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,08/10/2009,5,8,G,PG
98,Upper Narrows Pond,Winthrop,1,08/10/2009,7,5,G,PG
98,Upper Narrows Pond,Winthrop,1,08/10/2009,10,6,G,PG
98,Upper Narrows Pond,Winthrop,1,08/10/2009,15,11,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/2009,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/2009,3,5,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/2009,5,4,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/2009,7,5,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/2009,10,8,G,PG
98,Upper Narrows Pond,Winthrop,1,09/30/2009,15,17,G,PG
98,Upper Narrows Pond,Winthrop,1,10/29/2009,1,8,G,PG
98,Upper Narrows Pond,Winthrop,1,10/29/2009,3,9,G,PG
98,Upper Narrows Pond,Winthrop,1,10/29/2009,5,7,G,PG
98,Upper Narrows Pond,Winthrop,1,10/29/2009,10,9,G,PG
98,Upper Narrows Pond,Winthrop,1,10/29/2009,15,21,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/2012,1,10,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/2012,3,9,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/2012,5,11,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/2012,10,11,G,PG
98,Upper Narrows Pond,Winthrop,1,06/12/2012,15,9,G,PG
98,Upper Narrows Pond,Winthrop,1,07/19/2012,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,07/19/2012,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,07/19/2012,5,20,G,PG
98,Upper Narrows Pond,Winthrop,1,07/19/2012,10,8,G,PG
98,Upper Narrows Pond,Winthrop,1,07/19/2012,15,9,G,PG
98,Upper Narrows Pond,Winthrop,1,08/20/2012,1,6,G,PG
98,Upper Narrows Pond,Winthrop,1,08/20/2012,3,6,G,PG
98,Upper Narrows Pond,Winthrop,1,08/20/2012,5,7,G,PG
98,Upper Narrows Pond,Winthrop,1,08/20/2012,10,5,G,PG
98,Upper Narrows Pond,Winthrop,1,08/20/2012,15,13,G,PG
98,Upper Narrows Pond,Winthrop,1,09/20/2012,1,7,G,PG
98,Upper Narrows Pond,Winthrop,1,09/20/2012,3,5,G,PG
