Log:,GPDEP1- 1 of 1
Report Created:, 2020-07-20 18:50:26
Site:, GPDEP1
GPS:, , 
Log Created:, 2020-07-16 12:11:03
Number Readings:, 171
Battery Type:, SmarTROLL™ Battery Pack
Battery SN:, 400206
Device Type:, SmarTROLL™ MP
Device SN:, 424194
Created, Baro (mbar), Temp (C), RDO (mg/L), RDO Sat (%), pH (pH), ORP (mV), Act Cond (µS/cm), Sp Cond (µS/cm), Salinity (psu), Resist (Ohm-cm), Density (g/cm^3), TDS (ppt), Depth (m), Pressure (psi), Air Temp (C)
2020-07-16 12:11:03, 1018.9, 24.33, 8.74, 104.0, 8.41, 93.8, 58.4, 59.2, 0.0, 17110, 0.997, 0, 0.12, -0.019, 29.30
2020-07-16 12:11:09, 1018.9, 24.34, 8.74, 104.0, 8.41, 94.1, 58.5, 59.3, 0.0, 17089, 0.997, 0, 0.18, 0.061, 29.30
2020-07-16 12:11:19, 1018.9, 24.33, 8.74, 103.9, 8.40, 94.5, 58.4, 59.2, 0.0, 17109, 0.997, 0, 0.42, 0.406, 29.20
2020-07-16 12:11:28, 1018.9, 24.17, 8.73, 103.7, 8.40, 94.3, 58.4, 59.2, 0.0, 17116, 0.997, 0, 0.69, 0.796, 29.00
2020-07-16 12:11:39, 1018.9, 23.95, 8.77, 103.9, 8.40, 94.4, 58.2, 59.2, 0.0, 17178, 0.997, 0, 0.90, 1.091, 28.90
2020-07-16 12:11:48, 1018.9, 23.84, 8.78, 103.5, 8.41, 94.3, 57.8, 59.1, 0.0, 17303, 0.997, 0, 1.02, 1.265, 28.80
2020-07-16 12:11:58, 1018.9, 23.80, 8.81, 103.8, 8.41, 93.8, 57.7, 59.0, 0.0, 17326, 0.997, 0, 1.22, 1.550, 28.70
2020-07-16 12:12:09, 1018.9, 23.72, 8.83, 103.8, 8.41, 93.5, 57.7, 59.1, 0.0, 17334, 0.997, 0, 1.43, 1.845, 28.60
2020-07-16 12:12:18, 1018.8, 23.70, 8.83, 103.8, 8.42, 93.3, 57.5, 59.0, 0.0, 17378, 0.997, 0, 1.61, 2.101, 28.50
2020-07-16 12:12:29, 1018.8, 23.66, 8.85, 103.9, 8.42, 93.4, 57.6, 59.1, 0.0, 17372, 0.997, 0, 1.63, 2.126, 28.50
2020-07-16 12:12:39, 1018.9, 23.65, 8.85, 103.9, 8.42, 93.2, 57.5, 59.0, 0.0, 17386, 0.997, 0, 1.84, 2.427, 28.40
2020-07-16 12:12:49, 1018.9, 23.61, 8.84, 103.6, 8.42, 93.2, 57.5, 59.1, 0.0, 17393, 0.997, 0, 2.05, 2.723, 28.40
2020-07-16 12:12:58, 1018.8, 23.59, 8.84, 103.6, 8.42, 93.1, 57.5, 59.0, 0.0, 17406, 0.997, 0, 2.16, 2.881, 28.40
2020-07-16 12:13:09, 1018.9, 23.57, 8.84, 103.6, 8.43, 92.8, 57.5, 59.1, 0.0, 17402, 0.997, 0, 2.28, 3.050, 28.40
2020-07-16 12:13:18, 1018.9, 23.57, 8.85, 103.7, 8.44, 92.6, 57.5, 59.1, 0.0, 17399, 0.997, 0, 2.43, 3.270, 28.40
2020-07-16 12:13:39, 1018.8, 23.52, 8.85, 103.6, 8.45, 92.1, 57.4, 59.1, 0.0, 17423, 0.997, 0, 2.69, 3.631, 28.30
2020-07-16 12:13:48, 1018.8, 23.51, 8.85, 103.6, 8.46, 91.9, 57.4, 59.1, 0.0, 17424, 0.997, 0, 2.82, 3.825, 28.40
2020-07-16 12:13:58, 1018.9, 23.49, 8.85, 103.6, 8.47, 91.6, 57.3, 59.0, 0.0, 17441, 0.997, 0, 3.00, 4.075, 28.40
2020-07-16 12:14:09, 1018.9, 23.47, 8.86, 103.6, 8.47, 91.5, 57.4, 59.1, 0.0, 17426, 0.997, 0, 3.08, 4.194, 28.40
2020-07-16 12:14:19, 1018.8, 23.45, 8.86, 103.6, 8.48, 91.2, 57.3, 59.1, 0.0, 17445, 0.997, 0, 3.19, 4.342, 28.40
2020-07-16 12:14:28, 1018.8, 23.43, 8.84, 103.4, 8.50, 90.7, 57.3, 59.1, 0.0, 17454, 0.997, 0, 3.34, 4.565, 28.40
2020-07-16 12:14:39, 1018.8, 23.43, 8.83, 103.2, 8.51, 90.5, 57.3, 59.1, 0.0, 17444, 0.997, 0, 3.49, 4.782, 28.40
2020-07-16 12:14:48, 1018.8, 23.38, 8.83, 103.2, 8.53, 89.9, 57.2, 59.1, 0.0, 17470, 0.997, 0, 3.64, 4.990, 28.40
