Log:,MESSDEP1- 1 of 2
Report Created:, 2020-05-20 08:31:44
Site:, MESSDEP1
GPS:, 0, 0, 0, 0, 0, 0
Log Created:, 2020-05-19 10:20:29
Number Readings:, 94
Battery Type:, SmarTROLL™ Battery Pack
Battery SN:, 400206
Device Type:, SmarTROLL™ MP
Device SN:, 424194
Created, Baro (mbar), Temp (C), RDO (mg/L), RDO Sat (%), pH (pH), ORP (mV), Act Cond (µS/cm), Sp Cond (µS/cm), Salinity (psu), Resist (Ohm-cm), Density (g/cm^3), TDS (ppt), Depth (m), Pressure (psi), Air Temp (C)
2020-05-19 10:20:29, 1021.8, 13.97, 10.05, 97.1, 7.00, 61.8, 0.0, 0.0, 0.0, 10000000, 0.999, 0, 0.19, -0.152, 19.90
2020-05-19 10:20:36, 1021.8, 13.87, 10.16, 97.6, 7.02, 61.9, 0.0, 0.0, 0.0, 10000000, 0.999, 0, 0.20, -0.138, 19.80
2020-05-19 10:20:47, 1021.8, 13.63, 10.16, 97.5, 7.24, 64.1, 0.0, 0.0, 0.0, 10000000, 0.999, 0, 0.18, -0.164, 19.90
2020-05-19 10:20:57, 1021.8, 11.93, 10.24, 94.5, 6.25, 114.6, 45.0, 59.7, 0.0, 22223, 1.000, 0, 1.07, 1.099, 19.90
2020-05-19 10:21:07, 1021.7, 11.86, 10.59, 97.2, 6.57, 109.8, 44.8, 59.7, 0.0, 22345, 1.000, 0, 0.84, 0.780, 19.90
2020-05-19 10:21:16, 1021.7, 11.89, 10.66, 97.9, 6.73, 106.8, 44.8, 59.8, 0.0, 22307, 1.000, 0, 0.72, 0.609, 20.00
2020-05-19 10:21:27, 1021.7, 11.80, 10.70, 98.1, 6.78, 107.7, 44.8, 59.8, 0.0, 22324, 1.000, 0, 0.79, 0.701, 20.10
2020-05-19 10:21:36, 1021.7, 11.75, 10.72, 98.1, 6.87, 106.7, 44.7, 59.8, 0.0, 22356, 1.000, 0, 0.76, 0.663, 20.20
2020-05-19 10:21:46, 1021.8, 11.75, 10.74, 98.3, 6.92, 105.4, 44.7, 59.9, 0.0, 22362, 1.000, 0, 0.68, 0.550, 20.30
2020-05-19 10:21:56, 1021.8, 11.70, 10.75, 98.3, 6.93, 106.9, 44.8, 60.0, 0.0, 22340, 1.000, 0, 0.79, 0.707, 20.40
2020-05-19 10:22:06, 1021.8, 11.67, 10.76, 98.3, 6.92, 110.1, 44.8, 60.0, 0.0, 22342, 1.000, 0, 1.50, 1.713, 20.50
2020-05-19 10:22:16, 1021.8, 11.66, 10.77, 98.3, 6.95, 108.2, 44.7, 60.0, 0.0, 22369, 1.000, 0, 1.42, 1.603, 20.70
2020-05-19 10:22:26, 1021.8, 11.48, 10.75, 97.9, 6.93, 109.2, 44.5, 59.9, 0.0, 22450, 1.000, 0, 2.09, 2.549, 20.80
2020-05-19 10:22:37, 1021.7, 11.40, 10.78, 97.9, 6.85, 117.0, 44.5, 60.0, 0.0, 22495, 1.000, 0, 2.34, 2.904, 20.80
2020-05-19 10:22:46, 1021.8, 11.33, 10.76, 97.6, 6.93, 110.3, 44.3, 59.9, 0.0, 22560, 1.000, 0, 2.54, 3.196, 21.00
2020-05-19 10:22:57, 1021.8, 11.29, 10.77, 97.5, 6.90, 112.3, 44.3, 60.0, 0.0, 22587, 1.000, 0, 3.39, 4.408, 21.10
2020-05-19 10:23:13, 1021.8, 11.13, 10.73, 97.0, 6.89, 120.6, 44.1, 59.8, 0.0, 22691, 1.000, 0, 3.87, 5.082, 21.20
2020-05-19 10:23:23, 1021.8, 10.92, 10.72, 96.5, 6.85, 116.7, 43.8, 59.8, 0.0, 22814, 1.000, 0, 4.50, 5.981, 21.30
2020-05-19 10:23:33, 1021.8, 10.83, 10.72, 96.1, 6.81, 119.7, 43.7, 59.8, 0.0, 22888, 1.000, 0, 4.47, 5.938, 21.40
2020-05-19 10:23:44, 1021.7, 10.73, 10.69, 95.7, 6.80, 119.3, 43.6, 59.9, 0.0, 22924, 1.000, 0, 5.04, 6.746, 21.40
2020-05-19 10:23:53, 1021.8, 10.73, 10.67, 95.3, 6.82, 119.2, 43.6, 59.9, 0.0, 22943, 1.000, 0, 5.38, 7.229, 21.50
2020-05-19 10:24:03, 1021.8, 10.69, 10.67, 95.3, 6.80, 120.2, 43.6, 59.9, 0.0, 22948, 1.000, 0, 5.93, 8.016, 21.60
2020-05-19 10:24:13, 1021.8, 10.51, 10.64, 94.9, 6.81, 120.1, 43.5, 60.0, 0.0, 22987, 1.000, 0, 6.33, 8.586, 21.70
2020-05-19 10:24:23, 1021.7, 10.45, 10.64, 94.6, 6.81, 119.8, 43.3, 60.0, 0.0, 23069, 1.000, 0, 6.93, 9.440, 21.80
2020-05-19 10:24:33, 1021.8, 10.42, 10.61, 94.2, 6.83, 119.2, 43.3, 60.0, 0.0, 23082, 1.000, 0, 6.84, 9.316, 22.00
2020-05-19 10:24:43, 1021.8, 10.40, 10.61, 94.1, 6.85, 117.8, 43.3, 60.0, 0.0, 23095, 1.000, 0, 7.52, 10.274, 22.10
2020-05-19 10:24:53, 1021.8, 10.39, 10.59, 93.9, 6.88, 116.6, 43.3, 60.1, 0.0, 23091, 1.000, 0, 7.85, 10.743, 22.30
2020-05-19 10:25:03, 1021.8, 10.36, 10.60, 93.9, 6.91, 115.6, 43.2, 60.0, 0.0, 23129, 1.000, 0, 8.12, 11.129, 22.40
2020-05-19 10:25:13, 1021.8, 10.36, 10.59, 93.8, 6.93, 114.7, 43.3, 60.0, 0.0, 23119, 1.000, 0, 8.20, 11.243, 22.50
2020-05-19 10:25:23, 1021.8, 10.29, 10.57, 93.6, 6.96, 113.5, 43.2, 60.0, 0.0, 23147, 1.000, 0, 9.09, 12.505, 22.70
2020-05-19 10:25:33, 1021.8, 10.26, 10.57, 93.5, 6.98, 112.8, 43.2, 60.1, 0.0, 23164, 1.000, 0, 9.34, 12.862, 22.80
2020-05-19 10:25:43, 1021.7, 10.25, 10.57, 93.5, 7.00, 111.9, 43.2, 60.2, 0.0, 23130, 1.000, 0, 10.01, 13.812, 23.00
2020-05-19 10:25:54, 1021.7, 10.22, 10.54, 93.2, 7.01, 111.6, 43.2, 60.1, 0.0, 23148, 1.000, 0, 10.19, 14.072, 23.10
2020-05-19 10:26:03, 1021.8, 10.17, 10.55, 93.1, 7.04, 110.4, 43.1, 60.1, 0.0, 23191, 1.000, 0, 10.85, 15.013, 23.20
