Log:,LPDEP1- 1 of 1
Report Created:, 2020-06-11 20:59:23
Site:, LPDEP1
GPS:, , 
Log Created:, 2020-06-10 13:45:19
Number Readings:, 86
Battery Type:, SmarTROLL™ Battery Pack
Battery SN:, 400206
Device Type:, SmarTROLL™ MP
Device SN:, 424194
Created, Baro (mbar), Temp (C), RDO (mg/L), RDO Sat (%), pH (pH), ORP (mV), Act Cond (µS/cm), Sp Cond (µS/cm), Salinity (psu), Resist (Ohm-cm), Density (g/cm^3), TDS (ppt), Depth (m), Pressure (psi), Air Temp (C)
2020-06-10 13:45:19, 1012.8, 19.01, 9.28, 100.1, 7.49, 60.1, 50.8, 57.3, 0.0, 19691, 0.998, 0, 0.76, 0.942, 24.90
2020-06-10 13:45:26, 1012.8, 18.99, 9.27, 100.0, 7.51, 60.7, 50.8, 57.4, 0.0, 19674, 0.998, 0, 0.74, 0.907, 24.90
2020-06-10 13:45:36, 1012.7, 18.97, 9.28, 100.0, 7.47, 60.8, 50.8, 57.4, 0.0, 19693, 0.998, 0, 1.78, 2.389, 25.00
2020-06-10 13:45:46, 1012.8, 18.93, 9.28, 100.0, 7.43, 61.4, 50.7, 57.3, 0.0, 19723, 0.998, 0, 2.10, 2.844, 25.00
2020-06-10 13:45:56, 1012.7, 18.84, 9.28, 99.9, 7.43, 61.9, 50.6, 57.3, 0.0, 19746, 0.998, 0, 2.79, 3.827, 25.10
2020-06-10 13:46:06, 1012.8, 18.79, 9.30, 99.9, 7.42, 62.6, 50.6, 57.3, 0.0, 19773, 0.998, 0, 3.40, 4.686, 25.10
2020-06-10 13:46:16, 1012.8, 18.61, 9.27, 99.5, 7.41, 63.0, 50.3, 57.2, 0.0, 19861, 0.998, 0, 3.89, 5.389, 25.20
2020-06-10 13:46:26, 1012.7, 18.49, 9.30, 99.4, 7.40, 63.3, 50.2, 57.2, 0.0, 19930, 0.999, 0, 4.01, 5.563, 25.20
2020-06-10 13:46:36, 1012.8, 18.44, 9.29, 99.2, 7.39, 63.1, 50.1, 57.2, 0.0, 19967, 0.999, 0, 4.01, 5.558, 25.20
2020-06-10 13:46:46, 1012.8, 18.30, 9.28, 99.0, 7.40, 63.0, 50.0, 57.2, 0.0, 19982, 0.999, 0, 4.53, 6.300, 25.20
2020-06-10 13:46:56, 1012.7, 18.03, 9.24, 98.0, 7.41, 62.9, 49.6, 57.1, 0.0, 20142, 0.999, 0, 4.77, 6.644, 25.20
