Log:,LPDEP2- 1 of 1
Report Created:, 2020-07-05 17:05:16
Site:, LPDEP2
GPS:, , 
Log Created:, 2020-07-04 16:51:17
Number Readings:, 176
Battery Type:, SmarTROLL™ Battery Pack
Battery SN:, 400206
Device Type:, SmarTROLL™ MP
Device SN:, 424194
Created, Baro (mbar), Temp (C), RDO (mg/L), RDO Sat (%), pH (pH), ORP (mV), Act Cond (µS/cm), Sp Cond (µS/cm), Salinity (psu), Resist (Ohm-cm), Density (g/cm^3), TDS (ppt), Depth (m), Pressure (psi), Air Temp (C)
2020-07-04 16:51:17, 1003.0, 24.33, 8.59, 103.8, 7.97, 42.1, 57.2, 58.0, 0.0, 17472, 0.997, 0, 0.13, -0.007, 28.10
2020-07-04 16:51:24, 1003.0, 24.33, 8.60, 103.9, 7.98, 48.1, 57.3, 58.0, 0.0, 17465, 0.997, 0, 0.26, 0.182, 28.10
2020-07-04 16:51:34, 1002.9, 24.33, 8.60, 103.8, 7.97, 53.5, 57.2, 57.9, 0.0, 17485, 0.997, 0, 0.57, 0.616, 28.10
2020-07-04 16:51:44, 1002.9, 24.29, 8.60, 103.9, 7.97, 57.1, 57.2, 58.0, 0.0, 17479, 0.997, 0, 0.81, 0.962, 28.20
2020-07-04 16:51:54, 1003.0, 24.26, 8.60, 103.7, 7.97, 59.9, 57.1, 57.9, 0.0, 17511, 0.997, 0, 1.03, 1.273, 28.20
2020-07-04 16:52:04, 1003.0, 24.24, 8.61, 103.9, 7.96, 62.9, 57.2, 58.0, 0.0, 17493, 0.997, 0, 1.24, 1.571, 28.20
2020-07-04 16:52:14, 1003.0, 24.23, 8.61, 103.8, 7.96, 65.9, 57.1, 58.0, 0.0, 17503, 0.997, 0, 1.40, 1.806, 28.30
2020-07-04 16:52:24, 1003.0, 24.19, 8.61, 103.8, 7.95, 68.3, 57.1, 58.0, 0.0, 17521, 0.997, 0, 1.64, 2.147, 28.30
2020-07-04 16:52:34, 1003.0, 24.17, 8.62, 103.8, 7.95, 69.9, 57.1, 58.0, 0.0, 17517, 0.997, 0, 1.80, 2.376, 28.30
2020-07-04 16:52:44, 1002.9, 24.15, 8.62, 103.8, 7.95, 71.8, 57.0, 57.9, 0.0, 17540, 0.997, 0, 1.97, 2.609, 28.30
2020-07-04 16:52:54, 1003.0, 24.15, 8.63, 103.9, 7.95, 73.0, 57.1, 58.0, 0.0, 17515, 0.997, 0, 2.21, 2.953, 28.40
2020-07-04 16:53:04, 1002.9, 24.11, 8.62, 103.8, 7.96, 74.2, 57.1, 58.0, 0.0, 17514, 0.997, 0, 2.42, 3.250, 28.40
2020-07-04 16:53:14, 1002.9, 24.06, 8.63, 103.8, 7.96, 75.0, 57.0, 58.0, 0.0, 17556, 0.997, 0, 2.61, 3.528, 28.40
2020-07-04 16:53:24, 1003.0, 23.97, 8.63, 103.7, 7.97, 75.6, 56.9, 58.0, 0.0, 17580, 0.997, 0, 3.01, 4.090, 28.40
2020-07-04 16:53:34, 1002.9, 23.89, 8.63, 103.5, 7.98, 76.1, 56.7, 57.9, 0.0, 17625, 0.997, 0, 3.25, 4.439, 28.40
2020-07-04 16:53:44, 1002.9, 23.83, 8.63, 103.4, 8.00, 76.3, 56.6, 57.9, 0.0, 17654, 0.997, 0, 3.43, 4.695, 28.50
2020-07-04 16:53:54, 1002.9, 23.71, 8.63, 103.2, 8.02, 76.3, 56.6, 57.9, 0.0, 17683, 0.997, 0, 3.66, 5.018, 28.50
2020-07-04 16:54:04, 1002.9, 23.52, 8.63, 102.9, 8.04, 76.5, 56.3, 57.8, 0.0, 17765, 0.997, 0, 3.90, 5.365, 28.50
2020-07-04 16:54:14, 1002.9, 23.35, 8.67, 103.0, 8.06, 76.2, 56.1, 57.9, 0.0, 17820, 0.997, 0, 3.94, 5.416, 28.50
2020-07-04 16:54:24, 1003.0, 23.28, 8.67, 102.7, 8.09, 75.7, 55.9, 57.8, 0.0, 17876, 0.997, 0, 4.22, 5.809, 28.50
2020-07-04 16:54:34, 1003.0, 23.21, 8.66, 102.6, 8.11, 75.4, 55.9, 57.8, 0.0, 17903, 0.997, 0, 4.33, 5.972, 28.50
2020-07-04 16:54:44, 1003.0, 23.06, 8.64, 102.1, 8.14, 75.3, 55.8, 57.8, 0.0, 17936, 0.998, 0, 4.65, 6.420, 28.50
2020-07-04 16:54:54, 1002.9, 21.48, 8.31, 97.2, 8.19, 76.4, 54.6, 57.2, 0.0, 18306, 0.998, 0, 4.92, 6.816, 28.50
2020-07-04 16:55:04, 1003.0, 21.00, 8.25, 94.0, 8.23, 76.5, 53.2, 57.4, 0.0, 18785, 0.998, 0, 5.23, 7.252, 28.60
2020-07-04 16:55:14, 1002.9, 20.62, 8.13, 91.8, 8.26, 77.2, 52.6, 57.2, 0.0, 19015, 0.998, 0, 5.49, 7.620, 28.60
2020-07-04 16:55:24, 1002.9, 20.56, 8.16, 91.7, 8.28, 77.6, 52.4, 57.3, 0.0, 19071, 0.998, 0, 5.48, 7.601, 28.60
2020-07-04 16:55:34, 1002.9, 20.57, 8.17, 91.8, 8.29, 77.7, 52.5, 57.4, 0.0, 19065, 0.998, 0, 5.47, 7.591, 28.60
2020-07-04 16:55:44, 1002.9, 20.20, 8.18, 91.9, 8.33, 77.2, 52.4, 57.3, 0.0, 19084, 0.998, 0, 5.70, 7.925, 28.60
2020-07-04 16:55:54, 1002.9, 19.49, 8.01, 88.8, 8.38, 76.4, 51.5, 57.1, 0.0, 19415, 0.998, 0, 5.95, 8.281, 28.60
2020-07-04 16:56:04, 1002.9, 18.79, 7.91, 86.1, 8.44, 75.8, 50.4, 57.0, 0.0, 19830, 0.998, 0, 6.12, 8.520, 28.60
2020-07-04 16:56:14, 1002.9, 18.43, 7.82, 84.7, 8.49, 75.0, 50.0, 56.9, 0.0, 19986, 0.998, 0, 6.27, 8.726, 28.60
2020-07-04 16:56:24, 1002.9, 17.97, 7.71, 82.8, 8.55, 73.0, 49.6, 57.0, 0.0, 20146, 0.999, 0, 6.39, 8.900, 28.60
2020-07-04 16:56:34, 1002.9, 17.24, 7.47, 79.3, 8.68, 69.1, 48.8, 56.7, 0.0, 20471, 0.999, 0, 6.87, 9.578, 28.70
2020-07-04 16:56:44, 1002.9, 16.33, 7.17, 74.7, 8.80, 65.5, 47.4, 56.2, 0.0, 21109, 0.999, 0, 7.24, 10.107, 28.70
2020-07-04 16:56:54, 1002.9, 15.79, 7.10, 72.8, 8.91, 62.4, 46.8, 56.4, 0.0, 21361, 0.999, 0, 7.44, 10.389, 28.70
2020-07-04 16:57:04, 1002.9, 15.12, 6.96, 70.3, 9.03, 58.4, 46.1, 56.5, 0.0, 21711, 0.999, 0, 7.58, 10.599, 28.70
2020-07-04 16:57:14, 1002.9, 14.90, 6.84, 68.6, 9.15, 54.9, 45.5, 56.2, 0.0, 21978, 0.999, 0, 7.68, 10.730, 28.70
2020-07-04 16:57:24, 1002.9, 14.67, 6.83, 68.3, 9.28, 50.3, 45.5, 56.4, 0.0, 21988, 0.999, 0, 7.85, 10.975, 28.70
2020-07-04 16:57:34, 1002.9, 14.22, 6.74, 66.9, 9.44, 44.8, 45.0, 56.2, 0.0, 22235, 0.999, 0, 8.06, 11.271, 28.70
2020-07-04 16:57:44, 1002.9, 13.73, 6.74, 66.0, 9.60, 40.9, 44.3, 56.2, 0.0, 22561, 0.999, 0, 8.22, 11.502, 28.70
2020-07-04 16:57:54, 1002.9, 13.35, 6.75, 65.7, 9.76, 35.1, 44.0, 56.2, 0.0, 22737, 0.999, 0, 8.44, 11.810, 28.80
