STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/1/1980,,,,,0,0,10,19,1,,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/2/1980,,,,,0,0,10,20,1,,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/3/1980,,,,,0,0,10,21,-3,2,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/4/1980,,,,,0,0,9,9,-2,2,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/5/1980,,,,,0,0,9,16,-11,-10,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/6/1980,,,,,0,0,8,10,-12,-10,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/7/1980,,,,,0,0,8,13,-13,-4,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/8/1980,,,,,0.2,5,13,31,-4,20,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/9/1980,,,,,0,0,13,26,-1,2,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/10/1980,,,,,0,0,13,22,-22,-22,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/11/1980,,,,,0.03,0.5,13,14,-23,3,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/12/1980,,,,,0.64,0,10,44,2,31,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/13/1980,,,,,0,0,10,31,-1,-1,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/14/1980,,,,,0,0,10,22,-2,19,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/15/1980,,,,,0.11,0,10,36,19,24,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/16/1980,,,,,0,0,9,30,5,5,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/17/1980,,,,,0,0,8,23,-8,-8,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/18/1980,,,,,0.04,0,8,26,-8,25,,,,,1,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/19/1980,,,,,0,0,8,34,25,31,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/20/1980,,,,,0.08,1,8,34,19,19,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/21/1980,,,,,0,0,8,20,-1,-1,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/22/1980,,,,,0,0,7,6,-4,-1,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/23/1980,,,,,0.08,1,8,18,-1,13,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/24/1980,,,,,0.19,4,12,23,12,12,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/25/1980,,,,,0,0,12,13,-6,-3,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/26/1980,,,,,0,0,12,8,-8,-4,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/27/1980,,,,,0,0,11,25,-4,16,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/28/1980,,,,,0,0,10,25,2,4,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/29/1980,,,,,0,0,9,22,2,2,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/30/1980,,,,,0,0,9,22,-2,-1,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,1/31/1980,,,,,0,0,9,8,-2,0,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/1/1980,,,,,0,0,9,10,0,6,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/2/1980,,,,,0,0,9,14,4,5,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/3/1980,,,,,0.01,0,9,13,5,12,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/4/1980,,,,,0,0,9,19,5,7,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/5/1980,,,,,0.02,0,9,15,4,9,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/6/1980,,,,,0,0,9,22,9,13,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/7/1980,,,,,0,0,9,25,-14,-14,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/8/1980,,,,,0,0,8,23,-15,2,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/9/1980,,,,,0,0,8,25,-10,15,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/10/1980,,,,,0,0,8,22,-15,20,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/11/1980,,,,,0,0,8,18,-14,11,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/12/1980,,,,,0,0,8,22,-12,-7,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/13/1980,,,,,0,0,8,26,-8,-8,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/14/1980,,,,,0,0,8,23,-8,0,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/15/1980,,,,,0,0,8,26,0,10,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/16/1980,,,,,0,0,8,21,-2,0,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/17/1980,,,,,0.18,3,11,16,0,9,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/18/1980,,,,,0,0,11,14,-8,-5,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/19/1980,,,,,0,0,11,25,-7,19,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/20/1980,,,,,0,0,11,35,6,14,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/21/1980,,,,,0.02,0,10,35,14,28,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/22/1980,,,,,0,0,10,35,-16,-13,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/23/1980,,,,,0.18,3,13,21,-13,13,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/24/1980,,,,,0,0,13,23,-12,-8,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/25/1980,,,,,0.1,1.5,14,26,-8,23,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/26/1980,,,,,0,0,14,32,-6,-3,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/27/1980,,,,,0,0,14,9,-17,-16,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/28/1980,,,,,0,0,14,17,-18,-18,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,2/29/1980,,,,,0,0,14,21,-18,-16,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/1/1980,,,,,0,0,14,8,-17,3,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/2/1980,,,,,0,0,14,12,-14,-5,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/3/1980,,,,,0,0,13,22,-12,-10,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/4/1980,,,,,0,0,13,28,-10,0,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/5/1980,,,,,0,0,12,34,0,17,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/6/1980,,,,,0.1,0.5,13,34,17,32,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/7/1980,,,,,0,0,13,33,3,15,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/8/1980,,,,,0,0,13,33,-5,-4,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/9/1980,,,,,0.24,3,16,26,-4,25,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/10/1980,,,,,0.06,1,17,33,-7,-2,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/11/1980,,,,,0,0,16,37,-3,34,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/12/1980,,,,,0.8,10,26,35,1,1,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/13/1980,,,,,0,0,26,13,-5,0,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/14/1980,,,,,0,0,25,24,-1,15,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/15/1980,,,,,0.45,7,32,24,15,23,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/16/1980,,,,,0,0,32,25,3,6,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/17/1980,,,,,0,0,31,23,-6,3,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/18/1980,,,,,0.67,0,27,41,2,41,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/19/1980,,,,,0.5,0,26,43,14,15,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/20/1980,,,,,0,0,24,28,-1,4,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/21/1980,,,,,0,0,23,39,4,18,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/22/1980,,,,,0,0,20,40,18,35,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/23/1980,,,,,0,0,17,42,32,34,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/24/1980,,,,,0,0,15,39,21,25,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/25/1980,,,,,0,0,14,40,25,34,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/26/1980,,,,,0.05,1,15,40,31,32,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/27/1980,,,,,0.31,0,15,39,30,32,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/28/1980,,,,,0,0,14,43,12,23,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/29/1980,,,,,0,0,13,49,23,37,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/30/1980,,,,,0,0,12,47,19,29,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,3/31/1980,,,,,0,0,11,41,15,22,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/1/1980,,,,,0,0,11,41,15,20,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/2/1980,,,,,0,0,10,47,20,26,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/3/1980,,,,,0,0,9,53,27,34,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/4/1980,,,,,0,0,8,49,22,26,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/5/1980,,,,,0.16,0,5,44,26,35,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/6/1980,,,,,0,0,5,39,20,21,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/7/1980,,,,,0,0,4,32,11,22,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/8/1980,,,,,0,0,3,46,23,30,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/9/1980,,,,,0,0,2,52,30,40,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/10/1980,,,,,0,0,0,53,37,37,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/11/1980,,,,,0.47,0,0,43,36,39,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/12/1980,,,,,0,0,0,46,33,39,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/13/1980,,,,,0.11,0,0,52,31,41,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/14/1980,,,,,0,0,0,47,37,41,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/15/1980,,,,,0.12,0,0,56,38,39,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/16/1980,,,,,0.09,0,0,53,35,38,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/17/1980,,,,,0,0,0,43,19,21,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/18/1980,,,,,0,0,0,40,21,31,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/19/1980,,,,,0,0,0,44,21,37,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/20/1980,,,,,0,0,0,48,22,42,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/21/1980,,,,,0.18,0,0,60,31,32,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/22/1980,,,,,0,0,0,34,23,27,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/23/1980,,,,,0.21,0,0,46,26,37,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/24/1980,,,,,0.2,0,0,43,31,41,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/25/1980,,,,,0.01,0,0,51,41,42,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/26/1980,,,,,0,0,0,57,43,45,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/27/1980,,,,,0.25,0,0,52,44,45,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/28/1980,,,,,0.01,0,0,51,32,34,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/29/1980,,,,,0,0,0,61,27,32,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,4/30/1980,,,,,0,0,0,69,32,39,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/1/1980,,,,,0.05,0,0,59,33,37,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/2/1980,,,,,0,0,0,74,33,37,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/3/1980,,,,,0,0,0,65,32,42,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/4/1980,,,,,0,0,0,67,38,39,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/5/1980,,,,,0,0,0,52,27,35,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/6/1980,,,,,0,0,0,53,33,38,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/7/1980,,,,,0.05,0,0,55,40,40,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/8/1980,,,,,0.3,0,0,51,40,41,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/9/1980,,,,,0.2,0,0,45,40,41,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/10/1980,,,,,0.15,0,0,52,33,43,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/11/1980,,,,,0,0,0,57,34,46,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/12/1980,,,,,0,0,0,71,46,53,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/13/1980,,,,,0,0,0,69,36,46,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/14/1980,,,,,0.46,0,0,65,44,45,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/15/1980,,,,,0.22,0,0,55,36,39,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/16/1980,,,,,0,0,0,62,36,47,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/17/1980,,,,,0,0,0,64,34,44,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/18/1980,,,,,0,0,0,69,37,59,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/19/1980,,,,,0.17,0,0,72,47,54,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/20/1980,,,,,0,0,0,65,33,37,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/21/1980,,,,,0,0,0,70,36,46,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/22/1980,,,,,0,0,0,81,46,63,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/23/1980,,,,,0,0,0,65,37,43,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/24/1980,,,,,0,0,0,63,32,44,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/25/1980,,,,,0,0,0,66,37,47,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/26/1980,,,,,0,0,0,49,39,39,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/27/1980,,,,,0.01,0,0,53,39,42,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/28/1980,,,,,0,0,0,51,42,44,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/29/1980,,,,,0,0,0,68,34,45,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/30/1980,,,,,0,0,0,66,33,44,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,5/31/1980,,,,,0.01,0,0,76,44,53,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/1/1980,,,,,0,0,0,73,54,63,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/2/1980,,,,,0.03,0,0,71,45,51,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/3/1980,,,,,0,0,0,68,47,47,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/4/1980,,,,,0.13,0,0,56,46,47,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/5/1980,,,,,0,0,0,56,43,52,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/6/1980,,,,,0,0,0,62,39,45,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/7/1980,,,,,0,0,0,74,40,51,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/8/1980,,,,,0,0,0,80,47,55,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/9/1980,,,,,0.2,0,0,58,38,38,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/10/1980,,,,,0.02,0,0,50,35,44,,,,1,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/11/1980,,,,,0.09,0,0,57,40,44,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/12/1980,,,,,0,0,0,52,42,45,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/13/1980,,,,,0,0,0,62,41,54,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/14/1980,,,,,0,0,0,82,53,67,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/15/1980,,,,,0,0,0,86,55,57,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/16/1980,,,,,0.43,0,0,62,50,50,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/17/1980,,,,,0,0,0,62,36,41,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/18/1980,,,,,0,0,0,63,41,52,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/19/1980,,,,,0,0,0,65,43,49,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/20/1980,,,,,0,0,0,72,51,60,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/21/1980,,,,,0.37,0,0,72,52,53,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/22/1980,,,,,0.26,0,0,57,47,54,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/23/1980,,,,,0,0,0,80,50,56,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/24/1980,,,,,0,0,0,82,51,61,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/25/1980,,,,,0,0,0,81,55,64,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/26/1980,,,,,0,0,0,87,64,72,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/27/1980,,,,,0.46,0,0,82,59,62,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/28/1980,,,,,0.03,0,0,66,49,52,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/29/1980,,,,,0,0,0,64,36,53,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,6/30/1980,,,,,0,0,0,74,46,51,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/1/1980,,,,,0,0,0,65,40,51,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/2/1980,,,,,0.1,0,0,76,51,60,,,,1,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/3/1980,,,,,0.36,0,0,76,46,49,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/4/1980,,,,,0,0,0,78,49,64,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/5/1980,,,,,0,0,0,71,41,56,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/6/1980,,,,,0.43,0,0,76,51,51,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/7/1980,,,,,0.2,0,0,52,48,52,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/8/1980,,,,,0,0,0,66,44,53,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/9/1980,,,,,0.25,0,0,67,53,57,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/10/1980,,,,,0,0,0,61,43,45,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/11/1980,,,,,0,0,0,77,45,59,,1,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/12/1980,,,,,0.7,0,0,79,51,53,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/13/1980,,,,,1.16,0,0,62,53,57,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/14/1980,,,,,0,0,0,62,54,57,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/15/1980,,,,,0,0,0,72,57,65,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/16/1980,,,,,0,0,0,78,65,68,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/17/1980,,,,,0,0,0,77,52,57,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/18/1980,,,,,0.02,0,0,71,51,54,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/19/1980,,,,,0,0,0,77,46,56,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/20/1980,,,,,0.32,0,0,82,56,67,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/21/1980,,,,,0,0,0,83,57,62,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/22/1980,,,,,0,0,0,85,59,,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/23/1980,,,,,0.16,0,0,75,62,65,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/24/1980,,,,,0.1,0,0,70,59,61,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/25/1980,,,,,0,0,0,78,49,58,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/26/1980,,,,,0,0,0,84,57,57,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/27/1980,,,,,0,0,0,73,45,52,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/28/1980,,,,,0,0,0,72,52,64,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/29/1980,,,,,0.08,0,0,78,58,63,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/30/1980,,,,,0.59,0,0,81,63,66,,1,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,7/31/1980,,,,,0.46,0,0,79,58,63,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,8/1/1980,,,,,0,0,0,76,60,66,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,8/2/1980,,,,,0,0,0,84,61,67,,1,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,8/3/1980,,,,,1.05,0,0,82,60,64,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,8/4/1980,,,,,0.45,0,0,74,64,64,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,8/5/1980,,,,,0,0,0,80,56,61,,,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,8/6/1980,,,,,0,0,0,81,54,59,,1,,,,
USC00172878,"FORT KENT, ME US",47.2386,-68.61195,185.9,8/7/1980,,,,,0.03,0,0,78,59,67,,,,,,
